rt,response,trial_type,trial_index,time_elapsed,internal_node_id,condition,correct,stimulus,success,timeout,failed_images,failed_audio,failed_video,question_order,accuracy,participant_id,ctime
42299,"{""P0_Q0"":null,""age"":""68"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""n/a""}",survey,5,172425,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-nai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],e8f2dc70-0488-4eb1-9b8f-1ed6f286a728,2025-11-17 16:34:43 CET
8035,"{""Q0"":""Barbara""}",survey-text,0,8055,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,11125463-7a33-4ef9-85f6-8e304723bf5e,2025-11-17 16:34:54 CET
1424,0,html-button-response,1,9482,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,11125463-7a33-4ef9-85f6-8e304723bf5e,2025-11-17 16:34:54 CET
NA,NA,preload,2,10346,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,11125463-7a33-4ef9-85f6-8e304723bf5e,2025-11-17 16:34:54 CET
2154,0,html-button-response,3,12502,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,11125463-7a33-4ef9-85f6-8e304723bf5e,2025-11-17 16:34:54 CET
42926.39999997616,"{""stimFIRST"":81,""stimSECOND"":39}",multiple-slider,4,55430,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,11125463-7a33-4ef9-85f6-8e304723bf5e,2025-11-17 16:34:54 CET
15377,"{""P0_Q0"":null,""age"":""32"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,5,70863,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],11125463-7a33-4ef9-85f6-8e304723bf5e,2025-11-17 16:34:54 CET
16444,"{""Q0"":""Sarah""}",survey-text,0,16461,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>BEFORE</b> he got promoted. Mike's assistant tells him:"",""utterance"":""Charley didn't stop biking to work when he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,43ff10b1-4cec-43f6-b7a6-4381fe467055,2025-11-17 16:35:10 CET
1283,0,html-button-response,1,17747,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>BEFORE</b> he got promoted. Mike's assistant tells him:"",""utterance"":""Charley didn't stop biking to work when he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,43ff10b1-4cec-43f6-b7a6-4381fe467055,2025-11-17 16:35:10 CET
NA,NA,preload,2,18782,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>BEFORE</b> he got promoted. Mike's assistant tells him:"",""utterance"":""Charley didn't stop biking to work when he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,43ff10b1-4cec-43f6-b7a6-4381fe467055,2025-11-17 16:35:10 CET
